,sample_id,farm,visit_number,date_collected,ctx_m,animals_sampled,weaned_heifer,adult,dry,footpath,amp_c,ct_pos,cipR,tetR,cephR,strepR,amoxR,plain_undiluted,anything_waste,heifers_waste,whichclinresp,firstmastitis,poultry,equine,total_cattle,yield,herd_size,bought_pre,scc,pneum_vacc,diarrvacc,anticocc,halocur,nsaiddiarr,trough_clean,time_dam,um_spray,give_col,wean,pattern,percentdryoff,calving_group,calhousing_type,calhousing_older,hectares,othergraze,bvdvacc,ibrvacc,leptovacc,salmvacc,lungvacc,clostvacc,organic,daystreatmast,timesfirstmast,injectmast,nsaidmast,treatfoot,abcalve,nsaidcalve,calveclean,milkgraze,lime,predip,acf,cleancluster,drytrough,premises,shows,market,hostfarmwalk,starling,deer,badger,rook,pigeon,fox,pheasant,rat,shoot,hunt,outsource,feedlorry,muckspreader,aiexternal,machinery,bedmilk_1,bedmilk_2,bedmilk_3,bedmilk_4,bedmilk_6,bedmilk_8,foragetype_1,foragetype_2,foragetype_3,foragetype_4,foragetype_5,foragetype_6,foragetype_7,foragetype_8,foragebought,manure_1,manure_2,manure_3,manure_4,manure_5,manure_6,manure_7,manure_8,manure_9,s_housed_outdoor,cefq_dct,ceph_dct,fram_dct,clox_dct,s_calving_now,water,total_mg_pcu,ceph_3_4,ceph_1,co_amox,tet,amox,fq,novobiocin,pen,cefalexin,strep,preweaned_heifer
4340,YYZ48,YYZ,12,10/04/2018,0,d,1,0,1,0,0,0,0,1,1,0,0,540,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4341,YYZ49,YYZ,12,10/04/2018,0,a,0,1,0,0,0,0,0,1,1,0,1,550,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4342,YYZ50,YYZ,12,10/04/2018,0,h,1,0,0,0,0,0,0,1,0,1,1,100,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4343,YYZ51,YYZ,12,10/04/2018,0,d,1,0,1,0,0,0,0,0,0,0,0,10,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4344,YYZ52,YYZ,13,17/05/2018,0,d,1,0,1,0,0,0,0,0,0,0,0,0,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4345,YYZ53,YYZ,13,17/05/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,10,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4346,YYZ54,YYZ,13,17/05/2018,0,a,0,1,0,0,0,0,0,1,0,0,0,70,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4347,YYZ55,YYZ,13,17/05/2018,0,a,0,1,0,1,0,0,0,1,1,0,0,1240,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,outdoor,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4348,YYZ56,YYZ,14,14/06/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,50,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4349,YYZ57,YYZ,14,14/06/2018,0,a,0,1,0,0,0,0,0,0,0,0,0,30,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4350,YYZ58,YYZ,14,14/06/2018,0,a,0,1,0,0,0,0,0,0,0,1,0,60,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4351,YYZ59,YYZ,14,14/06/2018,0,h,1,0,0,0,0,0,0,1,1,1,1,200,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,outdoor,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4352,YYZ60,YYZ,14,14/06/2018,0,h,1,0,0,0,0,0,0,1,1,0,1,40,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4353,YYZ61,YYZ,15,19/07/2018,0,a,0,1,0,0,0,0,0,1,1,0,1,810,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4354,YYZ62,YYZ,15,19/07/2018,0,a,0,1,0,0,0,0,0,1,0,0,1,170,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4355,YYZ63,YYZ,15,19/07/2018,0,h,1,0,0,0,0,0,0,1,0,0,0,740,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,outdoor,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4356,YYZ64,YYZ,15,19/07/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,outdoor,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4357,YYZ65,YYZ,15,19/07/2018,0,d,0,0,1,0,0,0,0,0,0,0,0,250,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,outdoor,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4358,YYZ66,YYZ,15,19/07/2018,0,h,1,0,0,0,0,0,0,1,0,1,1,1780,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4359,YYZ67,YYZ,15,19/07/2018,0,pw,0,0,0,0,0,0,0,1,0,1,1,1460,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,1
4360,YYZ68,YYZ,15,19/07/2018,0,pw,0,0,0,0,0,0,0,1,0,0,1,210,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,1
4361,YYZ69,YYZ,16,17/08/2018,0,a,0,1,0,0,0,0,0,1,1,0,1,150,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4362,YYZ70,YYZ,16,17/08/2018,1,h,1,0,0,0,0,1,0,1,1,1,1,610,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4363,YYZ71,YYZ,16,17/08/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,90,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,outdoor,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4364,YYZ72,YYZ,16,17/08/2018,0,d,1,0,1,1,0,0,0,0,0,0,0,20,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,outdoor,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4365,YYZ73,YYZ,16,17/08/2018,1,d,0,0,1,0,0,1,1,1,1,1,1,2160,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4366,YYZ74,YYZ,16,17/08/2018,0,pw,0,0,0,0,0,0,1,1,0,1,1,6030,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,1
4367,YYZ75,YYZ,16,17/08/2018,1,pw,0,0,0,0,0,1,1,1,1,1,1,7160,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,1
4368,YYZ76,YYZ,17,12/09/2018,0,a,0,1,0,0,0,0,0,1,1,1,1,600,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4369,YYZ77,YYZ,17,12/09/2018,0,a,0,1,0,0,0,0,0,0,0,0,1,440,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4370,YYZ78,YYZ,17,12/09/2018,1,d,1,0,1,0,0,1,0,1,1,1,1,1720,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4371,YYZ79,YYZ,17,12/09/2018,0,h,1,0,0,1,0,0,0,0,0,0,0,220,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,outdoor,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4372,YYZ80,YYZ,17,12/09/2018,0,d,1,0,1,1,0,0,0,0,0,0,0,0,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,outdoor,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4373,YYZ81,YYZ,18,24/10/2018,0,a,0,1,0,0,0,0,0,1,1,0,1,340,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4374,YYZ82,YYZ,18,24/10/2018,0,a,0,1,0,0,0,0,0,1,1,1,1,440,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4375,YYZ83,YYZ,18,24/10/2018,0,d,1,0,1,0,0,0,0,0,0,0,0,0,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4376,YYZ84,YYZ,18,24/10/2018,0,d,1,0,1,1,0,0,0,0,0,0,0,0,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,outdoor,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4377,YYZ85,YYZ,18,24/10/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,outdoor,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4378,YYZ86,YYZ,19,21/11/2018,0,a,0,1,0,0,0,0,0,0,0,0,1,160,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4379,YYZ87,YYZ,19,21/11/2018,0,a,0,1,0,0,0,0,0,1,0,0,1,450,1,1,Tetracycline,td/multiject,1,1,2,1,1,0,200,0,N,0,0,0,2,1,0,0,3,2,100,1,2,0,140,N,Y,Y,Y,N,N,N,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,1,yes,no,no,no,no,no,no,no,no,housed,0,0,0,1,1,0,2.325368683,0,0,0,0.331400166,0,0,0.15907208,0.29918807,0,0,0
4380,YDA1,YDA,1,06/04/2017,0,pw,0,0,0,0,0,0,0,1,0,0,1,4200,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,1
4381,YDA2,YDA,1,06/04/2017,1,pw,0,0,0,0,1,1,0,1,1,0,1,1020,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,1
